"","belong","name","city","district","lowsalary","highsalary","experience","degree","company","companyintroduction","companyfield","companyfinancial","companymembers","tags"
"130","shenduxuexidata","深度学习工程师（道路元素方面）","广州","员村",15,25,"经验1-3年","本科","星舆科技","“高速成长,扁平化,行业前景佳,科研氛围”","移动互联网,数据服务","A轮","50-150人","/地图/云计算/图像处理/"
"131","shenduxuexidata","深度学习-自然语言处理工程师","深圳","科技园",15,30,"经验1-3年","硕士","凡乐时代","“技术大牛多,纯研发团队,富有挑战性”","电子商务,游戏","不需要融资","50-150人","/机器学习/NLP/"
"132","shenduxuexidata","深度学习工程师（实习）","福州","鳌峰",8,15,"经验不限","本科","思凯迈（福州）科技有限公司","“上升空间大 技术前沿”","移动互联网,数据服务","不需要融资","15-50人","/工具软件/人工智能/算法/"
"133","shenduxuexidata","深度学习研究员-视觉方向","北京","望京",40,60,"经验3-5年","硕士","猿辅导","“大牛团队，年终奖，前沿技术，地铁周边”","移动互联网,教育","D轮及以上","500-2000人","/计算机视觉/图像处理/"
"134","shenduxuexidata","深度学习算法实习生","北京","望京",3,6,"经验不限","本科","陌陌","“餐补交通补,免费下午茶,技术氛围浓,平台提升大”","社交网络","上市公司","500-2000人","/机器学习/"
"135","shenduxuexidata","深度学习算法专家-无人车","北京","""""",30,60,"经验3-5年","博士","美团点评","“技术大牛”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"136","shenduxuexidata","机器学习","北京","四惠",25,45,"经验不限","本科","好大夫在线","“大公司,大平台,发展机会多,空间大”","医疗健康","D轮及以上","500-2000人","/医疗健康/算法/数据挖掘/"
"137","shenduxuexidata","深度学习（校招／实习）","北京","望京",4,8,"经验应届毕业生","本科","数美","“行业大咖,自由开放,Geek”","企业服务,数据服务","B轮","150-500人","/算法/数据挖掘/数据分析/"
"138","shenduxuexidata","深度学习/机器学习工程师","武汉","东湖新技术开发区",15,25,"经验3-5年","硕士","极验","“五险一金,双休”","信息安全,数据服务","B轮","50-150人","/地图/数据挖掘/"
"139","shenduxuexidata","深度学习算法研究员/专家-无人车","北京","""""",30,60,"经验3-5年","博士","美团点评","“技术大牛”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"140","shenduxuexidata","深度学习研究员","北京","朝阳区",30,40,"经验5-10年","硕士","区块节点","“发展前景乐观”","移动互联网","不需要融资","50-150人","/架构师/"
"141","shenduxuexidata","资深深度学习算法工程师","西安","曲江新区",30,50,"经验10年以上","硕士","维视科技","“人工智能,深度学习,美资团队”","移动互联网","A轮","15-50人","/人工智能/机器学习/计算机视觉/"
"142","shenduxuexidata","深度学习-计算机视觉工程师","深圳","科技园",15,30,"经验1-3年","硕士","凡乐时代","“技术大牛多,纯研发团队”","电子商务,游戏","不需要融资","50-150人","/机器学习/"
"143","shenduxuexidata","深度学习资深/专家","北京","西北旺",30,50,"经验3-5年","本科","百度","“大平台”","移动互联网,数据服务","不需要融资","2000人以上","/后端/"
"144","shenduxuexidata","深度学习研究员","无锡","蠡湖",6,12,"经验不限","硕士","弦圃智能科技（上海）有限公司","“真正的科学挑战性职位”","医疗健康,移动互联网","不需要融资","15-50人","/软件开发/"
"145","shenduxuexidata","深度学习专家","深圳","南山区",50,80,"经验不限","硕士","道通智能航空","“国际化视野,股权激励,无需融资,硅谷办公”","硬件","不需要融资","150-500人","/人工智能/计算机视觉/"
"146","shenduxuexidata","深度学习工程师","广州","沙面",20,30,"经验1-3年","不限","对庄科技","“弹性考勤 晋升空间 创业公司”","移动互联网","A轮","15-50人","/电商/移动互联网/算法/"
"147","shenduxuexidata","机器学习","北京","清河",25,50,"经验3-5年","本科","小米","“技术,平台”","移动互联网","D轮及以上","2000人以上","/快速成长/免费班车/扁平管理/技能培训/"
"148","shenduxuexidata","深度学习数据平台工程师","北京","北京大学",25,45,"经验1-3年","本科","旷视科技","“福利好，成长快，AI独角兽”","移动互联网,硬件","C轮","500-2000人","/Hadoop/"
"149","shenduxuexidata","深度学习研发工程师","上海","徐家汇",20,30,"经验5-10年","硕士","Versa","“AI,扁平化,弹性工作制,交通方便”","移动互联网,文化娱乐","A轮","15-50人","/视频/图像处理/"
"150","shenduxuexidata","深度学习算法专家/资深工程师","北京","学院路",30,60,"经验3-5年","本科","阿博茨科技","“弹性工作,六险一金,大牛云集,晋升空间大”","移动互联网","B轮","150-500人","/大数据/金融/Java/"
"151","shenduxuexidata","深度学习工程师","北京","望京",25,50,"经验1-3年","本科","数美","“行业大咖,自由开放,Geek”","企业服务,数据服务","B轮","150-500人","/机器学习/算法/"
"152","shenduxuexidata","深度学习工程师（实习）","南京","沿江",2,4,"经验应届毕业生","硕士","焦点科技","“包吃 免费班车”","电子商务","上市公司","2000人以上","/电商/机器学习/"
"153","shenduxuexidata","无人车-机器学习/深度学习算法研究院/专家","北京","朝阳区",30,60,"经验3-5年","本科","美团点评","“无人车,人工智能,前沿挑战,大场景”","移动互联网,O2O","上市公司","2000人以上","/技能培训/绩效奖金/岗位晋升/领导好/"
"154","shenduxuexidata","深度学习核心架构研究员","北京","五道口",18,26,"经验不限","本科","商汤科技","“人工智能”","移动互联网","C轮","2000人以上","/Python/"
"155","shenduxuexidata","机器学习","北京","学院路",20,40,"经验3-5年","本科","最右","“领导nice，福利待遇好，团队氛围好”","移动互联网","C轮","150-500人","/算法/"
"156","shenduxuexidata","深度学习算法科学家","杭州","余杭区",30,60,"经验3-5年","硕士","奇点云","“不打卡,带薪年假,定期体检,股票期权”","移动互联网、O2O","A轮","150-500人","/年底双薪/股票期权/专项奖金/绩效奖金/"
"157","shenduxuexidata","深度学习（视觉）工程师","武汉","东湖新技术开发区",15,30,"经验1-3年","本科","HoloMatic","“全年14薪；饭补；六险一金；带薪年假”","移动互联网,硬件","天使轮","150-500人","/C++/Linux/Unix/"
"158","shenduxuexidata","深度学习工程师-博士","北京","朝阳区",50,100,"经验3-5年","博士","七鑫易维","“部门负责人”","移动互联网,硬件","B轮","50-150人","/机器学习/人工智能/"
"159","shenduxuexidata","智能问答-深度学习研究员-北京-03425","北京","五道口",20,35,"经验3-5年","本科","搜狗","“研究领域前沿，发展空间巨大，技术积淀深厚”","移动互联网,数据服务","上市公司","2000人以上","/数据挖掘/"
"160","shenduxuexidata","机器学习（技术平台2019校招）","北京","望京",10,20,"经验应届毕业生","本科","一起科技","“带薪年假,环境好”","移动互联网,教育","D轮及以上","500-2000人","/体育/人工智能/"
"161","shenduxuexidata","深度学习研究员","北京","北京大学",30,40,"经验3-5年","硕士","品依科技","“薪资高”","数据服务,信息安全","不需要融资","15-50人","/教育/移动互联网/NLP/机器学习/"
"162","shenduxuexidata","深度学习算法工程师（计算机视觉方向）","北京","西二旗",30,50,"经验1-3年","硕士","贝壳","“六险二金，带薪年假，团队氛围，技术大牛”","移动互联网,O2O","D轮及以上","2000人以上","/股票期权/带薪年假/绩效奖金/扁平管理/"
"163","shenduxuexidata","深度学习","上海","闵行区",20,40,"经验1-3年","本科","云拿科技","“股权激励,核心部门,五险一金,弹性工时”","移动互联网","A轮","50-150人","/人工智能/计算机视觉/"
"164","shenduxuexidata","机器学习","上海","龙华",25,50,"经验3-5年","本科","平安健康","“500强公司，高效团队，期权激励”","移动互联网,电子商务","上市公司","2000人以上","/深度学习/NLP/算法/"
"165","shenduxuexidata","深度学习工程师","广州","天河区",17,33,"经验不限","本科","网易","“大平台，发展机会，包三餐”","电子商务,移动互联网","上市公司","2000人以上","/机器学习/NLP/人工智能/"
"166","shenduxuexidata","网页搜索-深度学习资深研究员 (MJ002876)","北京","五道口",35,60,"经验3-5年","硕士","搜狗","“核心项目”","移动互联网,数据服务","上市公司","2000人以上","/人工智能/"
"167","shenduxuexidata","深度学习专家-VR方向","北京","上地",30,50,"经验3-5年","硕士","贝壳","“大平台，高成长，福利好”","移动互联网,O2O","D轮及以上","2000人以上","/人工智能/机器学习/"
"168","shenduxuexidata","pcg——深度学习系统后台开发工程师（深圳）","深圳","科技园",20,40,"经验3-5年","本科","腾讯","“平台大”","移动互联网,游戏","上市公司","2000人以上","/服务器端/后端/C++/Linux/Unix/"
"169","shenduxuexidata","机器学习","北京","五道口",33,61,"经验5-10年","本科","DataHunter","“五道口,数据可视化,技术大牛,人工智能”","数据服务,企业服务","A轮","50-150人","/大数据/算法/数据挖掘/"
"170","shenduxuexidata","深度学习工程师（模型优化方面）","广州","员村",15,25,"经验1-3年","本科","星舆科技","“高速成长,扁平化,行业前景佳,科研氛围”","移动互联网,数据服务","A轮","50-150人","/地图/云计算/图像处理/"
"171","shenduxuexidata","深度学习/自然语言处理算法实习工程师","北京","中关村",4,7,"经验不限","硕士","深度好奇","“快速晋升,扁平管理,股票期权,年终奖”","企业服务,数据服务","天使轮","15-50人","/人工智能/机器学习/"
"172","shenduxuexidata","00239-深度学习算法工程师","深圳","新安",40,60,"经验1-3年","本科","Insta360","“年底双薪 绩效奖金 期权激励”","硬件,移动互联网","C轮","150-500人","/机器学习/计算机视觉/"
"173","shenduxuexidata","机器学习","北京","酒仙桥",15,30,"经验1-3年","硕士","360企业安全","“免费三餐 弹性工作制”","电子商务,企业服务","不需要融资","2000人以上","/深度学习/"
"174","shenduxuexidata","深度学习框架研发工程师","北京","朝阳区",25,50,"经验应届毕业生","本科","图森未来","“行业前沿,大牛云集,发展空间大,薪酬福利好”","移动互联网","D轮及以上","150-500人","/人工智能/"
"175","shenduxuexidata","深度学习软件工程师","北京","望京",20,40,"经验1-3年","本科","探境科技","“深度学习”","硬件,其他","A轮","15-50人","/软件开发/嵌入式/C++/"
"176","shenduxuexidata","机器学习","上海","四平路",30,60,"经验5-10年","本科","掌门1对1在线教育","“14薪,下午茶,团建活动”","移动互联网,教育","D轮及以上","500-2000人","/NLP/算法/"
"177","shenduxuexidata","深度学习工程师","北京","西三旗",15,30,"经验应届毕业生","硕士","慧影医疗","“迎接医学影像AI爆发良机！”","移动互联网,医疗健康","C轮","150-500人","/医疗健康/"
"178","shenduxuexidata","深度学习算法工程师","北京","西北旺",20,40,"经验不限","本科","百度","“发展前景好”","移动互联网,数据服务","不需要融资","2000人以上","/人工智能/机器学习/"
